iso_code,supply,demand
1,2227.00 ,2191.00 
2,6515.00 ,6637.00 
3,6936.00 ,7035.00 
4,11499.00 ,12099.00 
5,3386.00 ,3310.00 
6,10010.00 ,10908.00 
