i,j,f0
2,3,0
1,6,0
1,3,"19,629.00"
1,4,0
3,2,183355
3,1,0
3,6,0
3,4,"262,359.00"
4,2,0
4,3,0
5,6,52515
6,1,0
6,3,0
6,4,"138,635.00"
